cf_id,contact_id,company_name,goal,pledged,outcome,launch_date,end_date,category & sub-category,category,subcategory
60,3961,"White, Torres and Bishop",9700.0,14606.0,successful,2021-02-25,2021-03-31,photography/photography books,photography,photography books
2459,3872,"Martin, Conway and Larsen",122900.0,95993.0,failed,2020-12-13,2021-12-26,theater/plays,theater,plays
1903,4736,Acevedo-Huffman,9500.0,4460.0,failed,2021-06-17,2021-08-27,film & video/animation,film & video,animation
2003,5119,"Montgomery, Larson and Spencer",4500.0,13536.0,successful,2020-12-24,2021-04-16,publishing/translations,publishing,translations
2885,5725,Soto LLC,57800.0,40228.0,failed,2021-06-13,2021-11-18,theater/plays,theater,plays
2067,4037,"Sutton, Barrett and Tucker",1100.0,7012.0,successful,2021-06-26,2021-10-21,games/video games,games,video games
1610,2109,"Gomez, Bailey and Flores",16800.0,37857.0,successful,2020-11-01,2021-03-04,music/rock,music,rock
2909,3283,Porter-George,1000.0,14973.0,successful,2020-10-09,2021-11-11,games/video games,games,video games
1239,6181,Fitzgerald PLC,106400.0,39996.0,failed,2021-06-25,2021-08-08,music/electric music,music,electric music
2480,3251,Cisneros-Burton,31400.0,41564.0,successful,2021-07-03,2021-10-05,technology/wearables,technology,wearables
2181,3443,"Hill, Lawson and Wilkinson",4900.0,6430.0,successful,2021-05-29,2021-08-20,music/indie rock,music,indie rock
2030,2988,Davis-Smith,7400.0,12405.0,successful,2021-05-16,2021-09-12,theater/plays,theater,plays
2311,1673,Farrell and Sons,198500.0,123040.0,failed,2020-08-23,2021-03-24,music/rock,music,rock
2821,2085,Clark Group,4800.0,12516.0,successful,2020-07-21,2021-02-22,publishing/translations,publishing,translations
2468,1672,"White, Singleton and Zimmerman",3400.0,8588.0,successful,2020-07-23,2021-01-18,theater/plays,theater,plays
656,4426,Kramer Group,7800.0,6132.0,failed,2021-10-09,2021-11-15,theater/plays,theater,plays
2791,3211,"Frazier, Patrick and Smith",154300.0,74688.0,failed,2020-07-03,2021-06-17,publishing/translations,publishing,translations
1527,3190,"Santos, Bell and Lloyd",20000.0,51775.0,successful,2020-08-05,2021-05-15,games/video games,games,video games
1891,2081,Hall and Sons,108800.0,65877.0,canceled,2020-11-22,2021-12-05,theater/plays,theater,plays
580,3185,Hanson Inc,2900.0,8807.0,successful,2021-03-14,2021-08-29,technology/web,technology,web
682,5044,Sanchez LLC,900.0,1017.0,successful,2021-08-06,2021-09-05,film & video/documentary,film & video,documentary
3097,1883,Howard Ltd,69700.0,151513.0,successful,2021-10-18,2021-12-26,theater/plays,theater,plays
873,2067,Stewart LLC,1300.0,12047.0,successful,2020-11-29,2021-06-11,food/food trucks,food,food trucks
1668,4604,"Arias, Allen and Miller",97800.0,32951.0,failed,2021-02-14,2021-11-03,games/video games,games,video games
3076,3203,Baker-Morris,7600.0,14951.0,successful,2020-08-23,2021-02-06,theater/plays,theater,plays
3146,5758,"Tucker, Fox and Green",100.0,1.0,failed,2021-06-22,2021-10-23,theater/plays,theater,plays
253,5755,Douglas LLC,900.0,9193.0,successful,2021-10-06,2022-01-27,music/electric music,music,electric music
3088,5150,Garcia Inc,3700.0,10422.0,successful,2020-09-18,2021-08-18,technology/wearables,technology,wearables
393,4181,"Frye, Hunt and Powell",10000.0,2461.0,failed,2021-05-10,2021-08-03,music/electric music,music,electric music
2912,3006,"Smith, Wells and Nguyen",119200.0,170623.0,successful,2021-07-09,2021-10-15,music/indie rock,music,indie rock
478,4865,Charles-Johnson,6800.0,9829.0,successful,2020-10-08,2021-07-23,technology/web,technology,web
1061,2862,"Brandt, Carter and Wood",3900.0,14006.0,successful,2021-03-05,2021-05-19,theater/plays,theater,plays
2957,6070,"Tucker, Schmidt and Reid",3500.0,6527.0,successful,2021-05-07,2021-12-28,theater/plays,theater,plays
2015,5300,Decker Inc,1500.0,8929.0,successful,2020-10-14,2021-07-23,film & video/documentary,film & video,documentary
1179,3486,Romero and Sons,5200.0,3079.0,failed,2020-10-01,2021-06-12,film & video/television,film & video,television
2568,5989,Castillo-Carey,142400.0,21307.0,failed,2020-05-05,2021-05-30,food/food trucks,food,food trucks
2869,2849,Hart-Briggs,61400.0,73653.0,successful,2021-03-17,2021-10-27,publishing/radio & podcasts,publishing,radio & podcasts
718,1612,Jones-Meyer,4700.0,12635.0,successful,2020-10-24,2021-04-12,technology/web,technology,web
1211,3307,"Wright, Hartman and Yu",3300.0,12437.0,successful,2021-01-29,2021-02-13,food/food trucks,food,food trucks
2431,5288,Harper-Davis,1900.0,13816.0,successful,2021-07-02,2021-12-31,technology/wearables,technology,wearables
468,6026,Barrett PLC,166700.0,145382.0,failed,2021-03-20,2021-04-16,publishing/fiction,publishing,fiction
1862,2212,David-Clark,7200.0,6336.0,failed,2021-09-02,2021-12-31,theater/plays,theater,plays
2300,4591,Chaney-Dennis,4900.0,8523.0,successful,2021-06-18,2021-12-31,film & video/television,film & video,television
449,2771,"Robinson, Lopez and Christensen",5400.0,6351.0,successful,2020-10-07,2021-10-17,photography/photography books,photography,photography books
283,5682,Clark and Sons,5000.0,10748.0,successful,2021-07-27,2021-11-01,film & video/documentary,film & video,documentary
2484,5368,Vega Group,75100.0,112272.0,successful,2021-04-15,2021-10-08,games/mobile games,games,mobile games
1490,3706,Brown-Brown,45300.0,99361.0,successful,2020-06-21,2021-04-14,games/video games,games,video games
186,4034,Taylor PLC,136800.0,88055.0,failed,2020-05-21,2021-01-28,publishing/fiction,publishing,fiction
2999,3209,Edwards-Lewis,177700.0,33092.0,failed,2022-01-15,2022-02-03,theater/plays,theater,plays
2819,2384,"Stanton, Neal and Rodriguez",2600.0,9562.0,successful,2020-07-19,2021-02-28,photography/photography books,photography,photography books
2105,3074,Pratt LLC,5300.0,8475.0,successful,2020-05-10,2021-05-02,theater/plays,theater,plays
1324,2031,Gross PLC,180200.0,69617.0,failed,2020-03-24,2021-03-11,theater/plays,theater,plays
1952,5873,"Martinez, Gomez and Dalton",103200.0,53067.0,failed,2021-03-03,2021-06-16,theater/plays,theater,plays
2404,5501,Allen-Curtis,70600.0,42596.0,canceled,2020-09-13,2021-09-17,music/rock,music,rock
990,3489,Morgan-Martinez,148500.0,4756.0,canceled,2021-03-23,2021-12-06,food/food trucks,food,food trucks
1459,4210,"Luna, Anderson and Fox",9600.0,14925.0,successful,2020-10-10,2021-07-13,film & video/drama,film & video,drama
1106,6151,"Fleming, Zhang and Henderson",164700.0,166116.0,successful,2021-07-17,2022-01-18,technology/web,technology,web
1488,6047,Flowers and Sons,3300.0,3834.0,successful,2020-10-20,2021-11-02,theater/plays,theater,plays
2107,5445,Gates PLC,4500.0,13985.0,successful,2020-07-09,2021-05-18,music/world music,music,world music
2660,5493,Caldwell LLC,99500.0,89288.0,failed,2021-07-23,2021-07-28,film & video/documentary,film & video,documentary
2647,6036,"Le, Burton and Evans",7700.0,5488.0,failed,2020-12-25,2021-12-02,theater/plays,theater,plays
565,2368,Briggs PLC,82800.0,2721.0,canceled,2021-03-23,2021-04-14,film & video/drama,film & video,drama
2713,1501,Hudson-Nguyen,1800.0,4712.0,successful,2020-04-07,2021-02-14,publishing/nonfiction,publishing,nonfiction
558,4351,Hogan Ltd,9600.0,9216.0,failed,2021-05-10,2021-12-17,games/mobile games,games,mobile games
698,3096,"Hamilton, Wright and Chavez",92100.0,19246.0,failed,2021-01-14,2021-07-07,technology/wearables,technology,wearables
321,6162,Bautista-Cross,5500.0,12274.0,successful,2020-10-18,2021-05-05,film & video/documentary,film & video,documentary
1302,1433,Jackson LLC,64300.0,65323.0,successful,2020-05-07,2021-03-21,technology/web,technology,web
1410,2720,Figueroa Ltd,5000.0,11502.0,successful,2021-05-26,2021-11-24,technology/web,technology,web
2465,5251,Avila-Jones,5400.0,7322.0,successful,2020-12-03,2021-11-25,music/indie rock,music,indie rock
377,1797,"Martin, Lopez and Hunter",9000.0,11619.0,successful,2021-02-07,2021-04-20,theater/plays,theater,plays
1882,1656,Fields-Moore,25000.0,59128.0,successful,2021-01-28,2021-11-21,technology/wearables,technology,wearables
822,1346,Harris-Golden,8800.0,1518.0,canceled,2020-09-15,2021-02-01,theater/plays,theater,plays
2730,2989,"Moss, Norman and Dunlap",8300.0,9337.0,successful,2021-08-21,2021-11-15,theater/plays,theater,plays
2198,5629,"White, Larson and Wright",9300.0,11255.0,successful,2020-04-19,2021-02-15,technology/wearables,technology,wearables
2757,3456,"Payne, Oliver and Burch",6200.0,13632.0,successful,2020-09-08,2021-04-16,music/indie rock,music,indie rock
2588,3229,"Brown, Palmer and Pace",100.0,1.0,failed,2021-01-21,2021-07-11,music/rock,music,rock
1090,2277,Parker LLC,137200.0,88037.0,failed,2021-12-02,2022-01-12,music/electric music,music,electric music
64,1276,"Bowen, Mcdonald and Hall",41500.0,175573.0,successful,2020-11-13,2021-07-23,music/indie rock,music,indie rock
2171,3694,"Whitehead, Bell and Hughes",189400.0,176112.0,failed,2021-07-17,2021-11-12,theater/plays,theater,plays
625,2260,Rodriguez-Brown,171300.0,100650.0,failed,2021-01-29,2021-06-20,music/indie rock,music,indie rock
1065,5374,Hall-Schaefer,139500.0,90706.0,failed,2021-05-23,2021-07-29,theater/plays,theater,plays
174,4420,Meza-Rogers,36400.0,26914.0,canceled,2020-11-24,2021-12-26,music/rock,music,rock
1344,3849,Curtis-Curtis,4200.0,2212.0,failed,2021-04-20,2021-10-14,photography/photography books,photography,photography books
2824,1638,Carlson Inc,2100.0,4640.0,successful,2020-12-28,2021-11-24,music/rock,music,rock
940,5230,"Clarke, Anderson and Lee",191200.0,191222.0,successful,2021-05-22,2021-06-30,theater/plays,theater,plays
3024,1763,Evans Group,8000.0,12985.0,successful,2021-04-26,2021-07-14,technology/wearables,technology,wearables
2164,4323,Bruce Group,5500.0,4300.0,failed,2021-02-01,2021-09-05,technology/web,technology,web
2427,5256,"Keith, Alvarez and Potter",6100.0,9134.0,successful,2021-09-05,2021-12-16,music/rock,music,rock
1548,4836,Burton-Watkins,3500.0,8864.0,successful,2020-08-01,2021-08-15,photography/photography books,photography,photography books
2657,5981,Lopez and Sons,150500.0,150755.0,successful,2021-11-14,2021-11-24,theater/plays,theater,plays
2916,1463,Cordova Ltd,90400.0,110279.0,successful,2021-05-05,2021-08-08,technology/web,technology,web
1348,4577,Brown-Vang,9800.0,13439.0,successful,2021-01-11,2021-08-25,photography/photography books,photography,photography books
557,4951,Cruz-Ward,2600.0,10804.0,successful,2021-04-01,2021-10-19,theater/plays,theater,plays
2915,3567,Hernandez Group,128100.0,40107.0,failed,2020-05-16,2021-03-18,music/indie rock,music,indie rock
320,5475,"Tran, Steele and Wilson",23300.0,98811.0,successful,2020-07-10,2021-03-23,film & video/shorts,film & video,shorts
1458,2114,"Summers, Gallegos and Stein",188100.0,5528.0,failed,2020-09-24,2021-07-27,music/indie rock,music,indie rock
379,5216,Blair Group,4900.0,521.0,failed,2020-11-17,2021-11-23,publishing/translations,publishing,translations
1879,1665,Nixon Inc,800.0,663.0,failed,2020-09-04,2021-04-16,film & video/documentary,film & video,documentary
597,6051,White LLC,96700.0,157635.0,successful,2021-03-21,2021-10-17,theater/plays,theater,plays
1130,3983,"Santos, Black and Donovan",600.0,5368.0,successful,2020-04-15,2021-02-08,technology/wearables,technology,wearables
2354,2966,"Jones, Contreras and Burnett",181200.0,47459.0,failed,2021-01-27,2021-12-16,theater/plays,theater,plays
1358,4478,Stone-Orozco,115000.0,86060.0,failed,2021-01-06,2021-05-06,theater/plays,theater,plays
188,4238,"Lee, Gibson and Morgan",38800.0,161593.0,successful,2021-05-02,2021-08-26,theater/plays,theater,plays
2228,4404,Alexander-Williams,7200.0,6927.0,failed,2021-04-17,2021-07-08,food/food trucks,food,food trucks
1743,5666,Marks Ltd,44500.0,159185.0,successful,2020-09-14,2021-04-11,theater/plays,theater,plays
2563,3691,"Olsen, Edwards and Reid",56000.0,172736.0,successful,2020-10-09,2021-06-06,technology/wearables,technology,wearables
2424,2703,"Daniels, Rose and Tyler",8600.0,5315.0,failed,2021-03-17,2021-04-15,technology/web,technology,web
2369,4253,Adams Group,27100.0,195750.0,successful,2021-03-09,2021-08-28,theater/plays,theater,plays
1134,5652,"Rogers, Huerta and Medina",5100.0,3525.0,failed,2020-04-16,2021-03-02,music/rock,music,rock
2241,3279,"Howard, Carter and Griffith",3600.0,10550.0,successful,2021-07-13,2021-09-11,theater/plays,theater,plays
2745,3233,Bailey PLC,1000.0,718.0,failed,2020-04-28,2021-03-22,film & video/television,film & video,television
1055,3017,Parker Group,88800.0,28358.0,failed,2021-02-10,2021-08-16,theater/plays,theater,plays
1215,3482,Fox Group,60200.0,138384.0,successful,2020-06-12,2021-02-20,film & video/shorts,film & video,shorts
2036,2166,"Walker, Jones and Rodriguez",8200.0,2625.0,failed,2021-06-18,2021-10-07,theater/plays,theater,plays
1191,4146,Anthony-Shaw,191300.0,45004.0,canceled,2021-01-30,2021-05-23,theater/plays,theater,plays
879,2651,Cook LLC,3700.0,2538.0,failed,2021-02-24,2021-09-04,theater/plays,theater,plays
3062,1409,Sutton PLC,8400.0,3188.0,failed,2020-07-25,2021-05-11,theater/plays,theater,plays
611,3717,"Long, Morgan and Mitchell",42600.0,8517.0,failed,2020-11-07,2021-06-16,music/rock,music,rock
3195,3963,"Calhoun, Rogers and Long",6600.0,3012.0,failed,2020-04-25,2021-03-22,music/indie rock,music,indie rock
1221,2152,Sandoval Group,7100.0,8716.0,successful,2021-08-30,2021-09-21,music/metal,music,metal
2536,2974,Smith and Sons,15800.0,57157.0,successful,2021-02-02,2021-12-15,music/electric music,music,electric music
1834,1268,King Inc,8200.0,5178.0,failed,2020-08-06,2021-08-30,technology/wearables,technology,wearables
593,1822,Perry and Sons,54700.0,163118.0,successful,2021-03-14,2021-06-02,film & video/drama,film & video,drama
3039,5066,Palmer Inc,63200.0,6041.0,failed,2021-04-05,2021-07-05,music/electric music,music,electric music
777,5075,"Hull, Baker and Martinez",1800.0,968.0,failed,2020-03-14,2021-03-13,music/rock,music,rock
835,3855,"Becker, Rice and White",100.0,2.0,failed,2020-09-24,2021-05-26,theater/plays,theater,plays
797,5923,"Osborne, Perkins and Knox",2100.0,14305.0,successful,2021-02-09,2021-10-26,technology/web,technology,web
509,1867,Mcknight-Freeman,8300.0,6543.0,canceled,2020-08-13,2021-04-22,food/food trucks,food,food trucks
2286,4376,"Hayden, Shannon and Stein",143900.0,193413.0,successful,2021-05-24,2021-09-24,theater/plays,theater,plays
2110,2785,Daniel-Luna,75000.0,2529.0,failed,2020-10-20,2021-01-17,music/jazz,music,jazz
1038,5884,Weaver-Marquez,1300.0,5614.0,successful,2021-04-10,2022-01-04,theater/plays,theater,plays
2893,2441,"Austin, Baker and Kelley",9000.0,3496.0,canceled,2021-06-04,2021-10-29,publishing/fiction,publishing,fiction
805,1243,Carney-Anderson,1000.0,4257.0,successful,2020-12-25,2021-08-29,music/rock,music,rock
225,3411,Jackson Inc,196900.0,199110.0,successful,2020-12-07,2021-08-21,film & video/documentary,film & video,documentary
968,2467,Warren Ltd,194500.0,41212.0,live,2021-06-07,2021-09-21,film & video/documentary,film & video,documentary
1369,1850,Schultz Inc,9400.0,6338.0,failed,2021-01-28,2021-08-24,film & video/science fiction,film & video,science fiction
1417,2604,Thompson LLC,104400.0,99100.0,failed,2020-06-13,2021-06-17,theater/plays,theater,plays
3011,1693,Johnson Inc,8100.0,12300.0,successful,2020-02-24,2021-03-05,theater/plays,theater,plays
2691,2969,Morgan-Warren,87900.0,171549.0,successful,2020-12-20,2021-07-30,music/indie rock,music,indie rock
2159,1544,Sullivan Group,1400.0,14324.0,successful,2021-06-01,2021-07-24,music/rock,music,rock
2515,4149,"Vargas, Banks and Palmer",156800.0,6024.0,failed,2020-10-07,2021-05-14,theater/plays,theater,plays
544,3463,"Johnson, Dixon and Zimmerman",121700.0,188721.0,successful,2020-08-22,2021-01-06,theater/plays,theater,plays
3030,2939,"Moore, Dudley and Navarro",129400.0,57911.0,failed,2021-03-09,2021-06-28,film & video/science fiction,film & video,science fiction
817,2202,Price-Rodriguez,5700.0,12309.0,successful,2021-02-04,2021-04-26,film & video/shorts,film & video,shorts
1400,1728,Huang-Henderson,41700.0,138497.0,successful,2020-08-30,2021-08-04,film & video/animation,film & video,animation
657,5362,Owens-Le,7900.0,667.0,failed,2021-07-31,2021-12-01,theater/plays,theater,plays
966,4840,Huff LLC,121500.0,119830.0,failed,2021-04-10,2021-10-01,food/food trucks,food,food trucks
1558,2955,Johnson LLC,4800.0,6623.0,successful,2020-12-18,2021-04-27,photography/photography books,photography,photography books
1379,5354,"Chavez, Garcia and Cantu",87300.0,81897.0,failed,2021-03-28,2021-08-25,theater/plays,theater,plays
286,3847,Lester-Moore,46300.0,186885.0,successful,2021-01-01,2021-05-30,film & video/science fiction,film & video,science fiction
894,3025,Fox-Quinn,67800.0,176398.0,successful,2020-10-14,2021-02-28,music/rock,music,rock
709,1615,Garcia Inc,3000.0,10999.0,successful,2020-11-26,2021-02-08,photography/photography books,photography,photography books
1599,5154,Johnson-Lee,60900.0,102751.0,successful,2020-08-07,2021-06-15,games/mobile games,games,mobile games
905,5005,Pineda Group,137900.0,165352.0,successful,2021-05-12,2021-10-18,film & video/animation,film & video,animation
146,1349,Hoffman-Howard,85600.0,165798.0,successful,2020-12-19,2021-03-10,games/mobile games,games,mobile games
1632,3670,"Miranda, Hall and Mcgrath",2400.0,10084.0,successful,2021-01-25,2021-06-15,games/video games,games,video games
537,2912,"Williams, Carter and Gonzalez",7200.0,5523.0,canceled,2021-02-12,2021-09-13,theater/plays,theater,plays
1289,4336,Davis-Rodriguez,3400.0,5823.0,successful,2020-12-05,2021-11-09,theater/plays,theater,plays
2712,5576,"Reid, Rivera and Perry",3800.0,6000.0,successful,2021-10-15,2021-10-19,film & video/animation,film & video,animation
1980,2736,Mendoza-Parker,7500.0,8181.0,successful,2020-06-16,2021-06-28,games/video games,games,video games
296,3321,"Lee, Ali and Guzman",8600.0,3589.0,failed,2020-09-15,2021-02-23,film & video/animation,film & video,animation
1760,3353,Gallegos-Cobb,39500.0,4323.0,failed,2021-01-21,2021-12-01,music/rock,music,rock
2435,2336,Ellison PLC,9300.0,14822.0,successful,2021-03-15,2021-11-14,film & video/animation,film & video,animation
2343,4369,"Bolton, Sanchez and Carrillo",2400.0,10138.0,successful,2020-06-11,2021-02-28,theater/plays,theater,plays
2556,4464,Mason-Sanders,3200.0,3127.0,failed,2021-04-12,2021-12-03,technology/wearables,technology,wearables
2495,5626,Pitts-Reed,29400.0,123124.0,successful,2020-04-19,2021-02-20,theater/plays,theater,plays
2497,1669,Gonzalez-Martinez,168500.0,171729.0,successful,2021-01-17,2021-07-23,publishing/nonfiction,publishing,nonfiction
1955,5544,"Hill, Martin and Garcia",8400.0,10729.0,successful,2020-08-22,2021-03-01,music/rock,music,rock
1129,6078,Garcia PLC,2300.0,10240.0,successful,2021-04-17,2021-08-28,theater/plays,theater,plays
636,2580,Herring-Bailey,700.0,3988.0,successful,2021-05-02,2021-12-28,theater/plays,theater,plays
434,3592,Russell-Gardner,2900.0,14771.0,successful,2020-09-16,2021-03-22,theater/plays,theater,plays
1231,4914,Walters-Carter,4500.0,14649.0,successful,2020-11-20,2021-11-27,technology/web,technology,web
